"status","kind","title","source_path","markdown_source","staged_path"
"to_publish","html_existing","On the Impossibility of Local Discretizations for Hilbert-Pólya Operators","01_TAMESIS_CORE\04_Spectral_Mathematics\no_go_theorem.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/no_go_theorem.html"
"to_publish","html_existing","Stage 16: Layer 2 - Conceptual Architecture | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\RH_Operator\Architecture\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/RH_Operator/Architecture/index.html"
"to_publish","html_existing","Stage 17: Decomposition of arg(phi) | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\RH_Operator\Arg_Phi\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/RH_Operator/Arg_Phi/index.html"
"to_publish","html_existing","Stage 18: Publishable Lemma | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\RH_Operator\Lemma\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/RH_Operator/Lemma/index.html"
"to_publish","html_existing","Stage 13: The RH Operator | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\RH_Operator\Main\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/RH_Operator/Main/index.html"
"to_publish","html_existing","Stage 14: The Geometry of ToE | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\RH_Operator\Physics\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/RH_Operator/Physics/index.html"
"to_publish","html_existing","Stage 15: Layer 1 - The Cusp Contribution | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\Selberg_Connes\Cusp\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/Selberg_Connes/Cusp/index.html"
"to_publish","html_existing","Stage 12: The Selberg-Connes Bridge | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\Selberg_Connes\Main\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/Selberg_Connes/Main/index.html"
"to_publish","html_existing","Stage 19: Selberg-Weil Interface | Tamesis Theory","01_TAMESIS_CORE\04_Spectral_Mathematics\Selberg_Connes\Weil_Interface\index.html","","publicar/01_TAMESIS_CORE/04_Spectral_Mathematics/Selberg_Connes/Weil_Interface/index.html"
"to_publish","html_existing","Complexity as Prime Count: The Kolmogorov Structure of States","01_TAMESIS_CORE\05_Computational_Extensions\Computational_Primes\Complexity\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Computational_Primes/Complexity/index.html"
"to_publish","html_existing","The Euclidean Spectral Operator: Wick Rotating the Riemann Zeta","01_TAMESIS_CORE\05_Computational_Extensions\Computational_Primes\Euclidean\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Computational_Primes/Euclidean/index.html"
"to_publish","html_existing","Computational Test of Levinson's Theorem on Graphs","01_TAMESIS_CORE\05_Computational_Extensions\Computational_Primes\Levinson\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Computational_Primes/Levinson/index.html"
"to_publish","html_existing","Computational Verification of the Generalized Prime Constant","01_TAMESIS_CORE\05_Computational_Extensions\Computational_Primes\Main\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Computational_Primes/Main/index.html"
"to_publish","html_existing","Stage 21: The Connes Dilation Operator | ToE","01_TAMESIS_CORE\05_Computational_Extensions\Connes_Dilation\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Connes_Dilation/index.html"
"to_publish","html_existing","Chaotic Flow and the Distribution of Geodesic Primes","01_TAMESIS_CORE\05_Computational_Extensions\Graph_Zeta\Chaotic\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Graph_Zeta/Chaotic/index.html"
"to_publish","html_existing","Graph Zeta Functions: Discretizing the Riemann Hypothesis","01_TAMESIS_CORE\05_Computational_Extensions\Graph_Zeta\Primes\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Graph_Zeta/Primes/index.html"
"to_publish","html_existing","Stage 27: RH as Spectral Property - Final","01_TAMESIS_CORE\05_Computational_Extensions\RH_Spectral_Property\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/RH_Spectral_Property/index.html"
"to_publish","html_existing","Stage 26: The Complete Spectral Identity","01_TAMESIS_CORE\05_Computational_Extensions\Spectral_Reconstruction\Identity\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Spectral_Reconstruction/Identity/index.html"
"to_publish","html_existing","Stage 22: Spectral Reconstruction | Circuit Closed","01_TAMESIS_CORE\05_Computational_Extensions\Spectral_Reconstruction\Main\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Spectral_Reconstruction/Main/index.html"
"to_publish","html_existing","Stage 25: Primes as Periodic Orbits","01_TAMESIS_CORE\05_Computational_Extensions\Spectral_Reconstruction\Prime\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Spectral_Reconstruction/Prime/index.html"
"to_publish","html_existing","Stage 24: Theta' as Smooth Trace","01_TAMESIS_CORE\05_Computational_Extensions\Spectral_Reconstruction\Theta\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Spectral_Reconstruction/Theta/index.html"
"to_publish","html_existing","Stage 23: Trace Regularization","01_TAMESIS_CORE\05_Computational_Extensions\Spectral_Reconstruction\Trace\index.html","","publicar/01_TAMESIS_CORE/05_Computational_Extensions/Spectral_Reconstruction/Trace/index.html"
"to_publish","html_existing","The Tamesis System: Final Report and Closure","01_TAMESIS_CORE\06_Universality_Discovery\Closure_Paper\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Closure_Paper/index.html"
"to_publish","html_existing","Universality Classes Are Mechanism-Driven: An Atlas of Critical Exponents","01_TAMESIS_CORE\06_Universality_Discovery\Closure_Paper\paper.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Closure_Paper/paper.html"
"to_publish","html_existing","Applications of Tamesis Theory: Topological Encryption and Computing","01_TAMESIS_CORE\06_Universality_Discovery\Regime_Transitions\Applications\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Regime_Transitions/Applications/index.html"
"to_publish","html_existing","Experimental Probes of the U(1/2) Universality Class","01_TAMESIS_CORE\06_Universality_Discovery\Regime_Transitions\Physical_Tests\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Regime_Transitions/Physical_Tests/index.html"
"to_publish","html_existing","Stage 36: Theory of Regime Transitions","01_TAMESIS_CORE\06_Universality_Discovery\Regime_Transitions\Theory\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Regime_Transitions/Theory/index.html"
"to_publish","html_existing","Stage 35: Unified Constants Derivation - REFUTATION","01_TAMESIS_CORE\06_Universality_Discovery\ToE_Refutation\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/ToE_Refutation/index.html"
"to_publish","html_existing","Spectral Reconstruction of Spacetime: Algorithm and Computation","01_TAMESIS_CORE\06_Universality_Discovery\U12_Discovery\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/U12_Discovery/index.html"
"to_publish","html_existing","Stage 41: Universality Atlas","01_TAMESIS_CORE\06_Universality_Discovery\Universality_Atlas\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Universality_Atlas/index.html"
"to_publish","html_existing","The Threshold Class U(0): The Onset of Classicality","01_TAMESIS_CORE\06_Universality_Discovery\Universality_Classes\U0_Threshold\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Universality_Classes/U0_Threshold/index.html"
"to_publish","html_existing","The Lindblad Class U(2): Dissipative Quantum Dynamics","01_TAMESIS_CORE\06_Universality_Discovery\Universality_Classes\U2_Lindblad\index.html","","publicar/01_TAMESIS_CORE/06_Universality_Discovery/Universality_Classes/U2_Lindblad/index.html"
"to_publish","html_existing","O que é um cérebro-computador","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\01_CEREBRO_COMPUTADOR\article.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/01_CEREBRO_COMPUTADOR/article.html"
"to_publish","html_existing","O corpo como ecossistema integrado","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\02_CORPO_ECOSSISTEMA\article.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/02_CORPO_ECOSSISTEMA/article.html"
"to_publish","html_existing","Complexidade e economia energética","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\03_COMPLEXIDADE_ECONOMIA\article.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/03_COMPLEXIDADE_ECONOMIA/article.html"
"to_publish","html_existing","Genoma, desenvolvimento e organismo","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\04_GENOMA_DESENVOLVIMENTO\article.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/04_GENOMA_DESENVOLVIMENTO/article.html"
"to_publish","html_existing","Consciência como resposta multidimensional","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\05_CONSCIENCIA_MULTIDIMENSIONAL\article.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/05_CONSCIENCIA_MULTIDIMENSIONAL/article.html"
"to_publish","html_existing","Holografia, universo computacional e simulação","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\06_HOLOGRAFIA_UNIVERSO\article.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/06_HOLOGRAFIA_UNIVERSO/article.html"
"to_publish","html_existing","Programa empírico e critérios de refutação","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\07_PROGRAMA_EMPIRICO\article.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/07_PROGRAMA_EMPIRICO/article.html"
"to_publish","html_existing","Programa de Ecossistemas Cognitivos","01_TAMESIS_CORE\07_Speculative_Papers\Cognitive_Ecosystems\index.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Cognitive_Ecosystems/index.html"
"to_publish","html_existing","Consciousness as Collapse Mechanism: Integrated Information Theory in Holographic Cosmology","01_TAMESIS_CORE\07_Speculative_Papers\Consciousness\paper_consciencia\index.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Consciousness/paper_consciencia/index.html"
"to_publish","html_existing","Eschatology: Hawking Evaporation as the Origin of Dark Energy","01_TAMESIS_CORE\07_Speculative_Papers\Eschatology\paper_escatologia\index.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Eschatology/paper_escatologia/index.html"
"to_publish","html_existing","Metric Engineering: Inertia Reduction via Local Gamma Modification","01_TAMESIS_CORE\07_Speculative_Papers\Metric_Engineering\paper_engenharia_metrica\index.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Metric_Engineering/paper_engenharia_metrica/index.html"
"to_publish","html_existing","The Topological Multiverse: Black Holes as Universe Generators","01_TAMESIS_CORE\07_Speculative_Papers\Parent_Universe\paper_multiverse\index.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Parent_Universe/paper_multiverse/index.html"
"to_publish","html_existing","The Parent Universe: CMB Anisotropy from Rotating Black Hole Cosmology","01_TAMESIS_CORE\07_Speculative_Papers\Parent_Universe\paper_universo_pai\index.html","","publicar/01_TAMESIS_CORE/07_Speculative_Papers/Parent_Universe/paper_universo_pai/index.html"
"to_publish","html_existing","No-Scale Theorem for Quantum Superposition","01_TAMESIS_CORE\08_AHolographicBoundonMacroscopicQuantumSuperpositions\paper.html","","publicar/01_TAMESIS_CORE/08_AHolographicBoundonMacroscopicQuantumSuperpositions/paper.html"
"to_publish","html_existing","A Holographic Bound on Macroscopic Quantum Superpositions","01_TAMESIS_CORE\08_AHolographicBoundonMacroscopicQuantumSuperpositions\prl_submission.html","","publicar/01_TAMESIS_CORE/08_AHolographicBoundonMacroscopicQuantumSuperpositions/prl_submission.html"
"to_publish","html_existing","Defining the Transition Operator: The Quantum Field of Regime Change","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\53_Transition_Definition\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/53_Transition_Definition/index.html"
"to_publish","html_existing","The Geometry of Transition Space","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\54_Transition_Space\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/54_Transition_Space/index.html"
"to_publish","html_existing","Selection Rules for Allowed Transitions","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\55_Allowed_Transitions\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/55_Allowed_Transitions/index.html"
"to_publish","html_existing","Fundamental Directionality: Why Nature Has No Reverse Gear","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\56_Fundamental_Directionality\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/56_Fundamental_Directionality/index.html"
"to_publish","html_existing","Interface Survival: Stability Conditions for Regime Boundaries","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\57_Interface_Survival\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/57_Interface_Survival/index.html"
"to_publish","html_existing","Information Loss as a Constructive Principle","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\58_Information_Loss\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/58_Information_Loss/index.html"
"to_publish","html_existing","Transition Monotones and the Lyapunov Function of the Cosmos","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\59_Transition_Monotones\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/59_Transition_Monotones/index.html"
"to_publish","html_existing","Conservation Failures at Regime Interfaces","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\60_Conservation_Failures\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/60_Conservation_Failures/index.html"
"to_publish","html_existing","Axiomatic Structure of Thermodynamic Time Reversal","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\61_TDTR_Axioms\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/61_TDTR_Axioms/index.html"
"to_publish","html_existing","Dissipative Transitions: Friction in the Laws of Physics","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\62_Dissipative_Transitions\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/62_Dissipative_Transitions/index.html"
"to_publish","html_existing","The Arrows of Time: A Unified Topological Origin","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\63_Arrows_of_Time\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/63_Arrows_of_Time/index.html"
"to_publish","html_existing","Information Symmetry Breaking: The Origin of Structure","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\64_Information_Symmetry_Breaking\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/64_Information_Symmetry_Breaking/index.html"
"to_publish","html_existing","Theorem: Non-Existence of Reversible Dimensional Transitions","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\65_No_Reversible_Transitions\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/65_No_Reversible_Transitions/index.html"
"to_publish","html_existing","Classification of Transition Dynamics","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\66_Transition_Dynamics_Classes\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/66_Transition_Dynamics_Classes/index.html"
"to_publish","html_existing","The Transition $E_{QG}$: From Quantum Fields to General Relativity","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\67_QFT_to_GR\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/67_QFT_to_GR/index.html"
"to_publish","html_existing","An Atlas of Physical Transitions","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\72_Transition_Atlas\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/72_Transition_Atlas/index.html"
"to_publish","html_existing","The Dynamics of Regime Transitions: Why Interfaces Are Fundamental","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\76_TDTR_Founding_Paper\tdtr_paper.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/76_TDTR_Founding_Paper/tdtr_paper.html"
"to_publish","html_existing","The TDTR Simulation Program: Methodology and Scope","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\78_Program_Closure\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/78_Program_Closure/index.html"
"to_publish","html_existing","Galactic Rotation Curves from Entropic Gravity Simulation","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\79_Entropic_Galaxy_Sim\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/79_Entropic_Galaxy_Sim/index.html"
"to_publish","html_existing","Elastic Memory: The Hysteresis of Spacetime","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\80_Elastic_Memory_Transition\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/80_Elastic_Memory_Transition/index.html"
"to_publish","html_existing","Validation of the TDTR Framework against Standard Benchmarks","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\81_Validation\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/81_Validation/index.html"
"to_publish","html_existing","Emergent Newton: Deriving $F=ma$ from Entropic Maximization","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\82_Emergent_Newton\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/82_Emergent_Newton/index.html"
"to_publish","html_existing","Emergent Cosmology: The Friedmann Equations as State of Equation","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\83_Emergent_Cosmology\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/83_Emergent_Cosmology/index.html"
"to_publish","html_existing","Stress Testing the Theory: Edge Cases and Singularities","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\84_Stress_Testing\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/84_Stress_Testing/index.html"
"to_publish","html_existing","Systematic Comparison: Tamesis vs. String Theory vs. LQG","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\85_Systematic_Comparison\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/85_Systematic_Comparison/index.html"
"to_publish","html_existing","The Tamesis Theory Complete Research Archive: Index and Manifesto","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\86_Final_Archive\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/86_Final_Archive/index.html"
"to_publish","html_existing","Thermodynamic Time Reversal: Physics as Transition Dynamics","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TDTR\paper.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TDTR/paper.html"
"to_publish","html_existing","Stage 43: Formal Definition of Regime | TRI","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\43_Regime_Definition\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/43_Regime_Definition/index.html"
"to_publish","html_existing","Stage 44: Regime Invariants and Universality Classes | TRI","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\44_Regime_Invariants\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/44_Regime_Invariants/index.html"
"to_publish","html_existing","Stage 45: The Regime Map | TRI","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\45_Regime_Map\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/45_Regime_Map/index.html"
"to_publish","html_existing","The Compatibility Criterion for Physical Regimes: A Topos-Theoretic Approach","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\46_Compatibility_Criterion\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/46_Compatibility_Criterion/index.html"
"to_publish","html_existing","No-Go Theorems for Unified Field Theories: The Information Catastrophe","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\47_NoGo_Theorems\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/47_NoGo_Theorems/index.html"
"to_publish","html_existing","Analytic Failure Models of String Theory and Loop Quantum Gravity","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\48_ToE_Failure_Analysis\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/48_ToE_Failure_Analysis/index.html"
"to_publish","html_existing","Transition Theory: The Physics of Invariant Breaking","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\49_Transition_Theory\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/49_Transition_Theory/index.html"
"to_publish","html_existing","Local Universality: Constants as Regime Invariants","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\50_Local_Universality\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/50_Local_Universality/index.html"
"to_publish","html_existing","The Theory of Regime Incompatibility: Why No Theory of Everything Can Exist","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\51_TRI_Founding_Paper\paper.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/51_TRI_Founding_Paper/paper.html"
"to_publish","html_existing","Theory of Regime Incompatibility: Closure and Open Problems","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\52_Closure_Open_Problems\index.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/52_Closure_Open_Problems/index.html"
"to_publish","html_existing","Theory of Regime Incompatibility: The Impossibility of Unification","90_LEGACY\02_FOUNDATIONAL_LIBRARIES\TRI\paper.html","","publicar/90_LEGACY/02_FOUNDATIONAL_LIBRARIES/TRI/paper.html"
"to_publish","html_existing","The Theory of Structural Solvability: A Meta-Theoretical Classification of Decision Problems","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\paper.html","","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_STRUCTURAL_SOLVABILITY/paper.html"
"to_publish","markdown_converted","PAPER 1: ON THE STRUCTURAL SOLVABILITY OF MATHEMATICAL SY...","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_01_STRUCTURAL_SOLVABILITY_FOUNDATIONS.html","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_01_STRUCTURAL_SOLVABILITY_FOUNDATIONS.md","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_STRUCTURAL_SOLVABILITY/PAPER_01_STRUCTURAL_SOLVABILITY_FOUNDATIONS.html"
"to_publish","markdown_converted","PAPER 2: STRUCTURAL BARRIERS IN UNIVERSAL CLASSES","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_02_STRUCTURAL_BARRIERS.html","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_02_STRUCTURAL_BARRIERS.md","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_STRUCTURAL_SOLVABILITY/PAPER_02_STRUCTURAL_BARRIERS.html"
"to_publish","markdown_converted","PAPER 3: THERMODYNAMIC SELECTION IN MATHEMATICAL UNDECIDA...","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_03_THERMODYNAMIC_SELECTION.html","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_03_THERMODYNAMIC_SELECTION.md","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_STRUCTURAL_SOLVABILITY/PAPER_03_THERMODYNAMIC_SELECTION.html"
"to_publish","markdown_converted","PAPER C: COMPUTATIONAL CLASSIFICATION OF PROBLEM SPACES","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_C_COMPUTATIONAL_CLASSIFICATION.html","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_STRUCTURAL_SOLVABILITY\PAPER_C_COMPUTATIONAL_CLASSIFICATION.md","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_STRUCTURAL_SOLVABILITY/PAPER_C_COMPUTATIONAL_CLASSIFICATION.html"
"to_publish","html_existing","The Principles of Thermodynamic Structuralism: The Realizability Constraint on Mathematical Existence","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_THERMODYNAMIC_STRUCTURALISM\paper.html","","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_THERMODYNAMIC_STRUCTURALISM/paper.html"
"to_publish","markdown_converted","DOCUMENT A: THEORY OF STRUCTURAL REALIZABILITY","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_THERMODYNAMIC_STRUCTURALISM\PAPER_A_THEORY_OF_REALIZABILITY.html","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_THERMODYNAMIC_STRUCTURALISM\PAPER_A_THEORY_OF_REALIZABILITY.md","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_THERMODYNAMIC_STRUCTURALISM/PAPER_A_THEORY_OF_REALIZABILITY.html"
"to_publish","markdown_converted","DOCUMENT B: THE REALITY FILTER","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_THERMODYNAMIC_STRUCTURALISM\PAPER_B_THE_REALITY_FILTER.html","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_THERMODYNAMIC_STRUCTURALISM\PAPER_B_THE_REALITY_FILTER.md","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_THERMODYNAMIC_STRUCTURALISM/PAPER_B_THE_REALITY_FILTER.html"
"to_publish","markdown_converted","DOCUMENT C: THE TSR TEST (OPERATIONAL METHODOLOGY)","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_THERMODYNAMIC_STRUCTURALISM\PAPER_C_THE_TSR_TEST.html","90_LEGACY\03_THEORETICAL_FRAMEWORK\THEORY_THERMODYNAMIC_STRUCTURALISM\PAPER_C_THE_TSR_TEST.md","publicar/90_LEGACY/03_THEORETICAL_FRAMEWORK/THEORY_THERMODYNAMIC_STRUCTURALISM/PAPER_C_THE_TSR_TEST.html"
"to_publish","html_existing","The Entropic Bounce: Resolving the Big Bang Singularity via Holographic Saturation","90_LEGACY\04_THE_DISCOVERY_TOE_KERNEL_V3\index.html","","publicar/90_LEGACY/04_THE_DISCOVERY_TOE_KERNEL_V3/index.html"
"to_publish","html_existing","Der Entropische Rückprall: Auflösung der Urknall-Singularität durch Holographische Sättigung","90_LEGACY\04_THE_DISCOVERY_TOE_KERNEL_V3\papers\index_de.html","","publicar/90_LEGACY/04_THE_DISCOVERY_TOE_KERNEL_V3/papers/index_de.html"
